Language,Tagalog,Wolof,Baure,Isthmus Zapotec,Somali,Kikuyu; Gikuyu,Croatian,Bakhtiari,Choctaw,Marathi,Nepal Bhasa; Newari,Amharic,Tamil,Bavarian,Võro,Abkhazian,Alviri-Vidari,Cebuano,Nganasan,Telugu,Aragonese,Central Kurdish,Swiss German; Alemannic; Alsatian,Luo (Kenya and Tanzania),Finnish,Bodo (India),Uighur; Uyghur,Papiamento,Rohingya,Gaelic; Scottish Gaelic,Malayalam,Thai,Walloon,Gujarati,Kis,Nanai,Chamicuro,Scots,French,Uab Meto,uranik kathava,Pedi; Sepedi; Northern Sotho,Achinese,Lithuanian,Dogrib,Kashmiri,Urdu,Ama (Papua New Guinea),Banjar,Masai,Catalan; Valencian,Votic,Tonga (Tonga Islands),Hakka Chinese,Nauru,Bashkir,Ingush,Cheyenne,Bulgarian,Erzya,Central Melanau,Prussian,Krio,Waray,Welsh,Ewe,Moroccan Arabic,Kildin Sami,Tuvinian,Tok Pisin,San Blas Kuna,"Low German; Low Saxon; German, Low; Saxon, Low",Ganda,Manx,Tuvalu,Chinese,purank kania,Lule Sami,pauranik varta,Cornish,Wu Chinese,Czech,Ket,Sranan Tongo,Iloko,Shona,Tahitian,Bengali,Western Frisian,Western Apache,Komi-Permyak,Northern Frisian,Potawatomi,Mazanderani,Hebrew,Pitcairn-Norfolk,"Greek, Ancient (to 1453)",Northern Sami,Tachelhit,"Sotho, Southern",Chamorro,Macedonian,Rapanui,Ladin,Koryak,Gheg Albanian,Dolgan,pouraniko kahani,Fijian,Eshtehardi,Minangkabau,Swedish,Archi,Gallurese Sardinian,Kabyle,Gagauz,Karachay-Balkar,Pali,Georgian,Slovak,Navajo; Navaho,Kalo Finnish Romani,Standard Malay,Venda,Russian,puranik kahania,Latgalian,Sichuan Yi; Nuosu,onjomnosk,pouranik kahini,Nogai,Moksha,Dongxiang,Hungarian,Algonquin,Classical Syriac,Bau Bidayuh,Hopi,Albanian,Kannada,Kara-Kalpak,Nenets,Central Atlas Tamazight,Laz,Esperanto,Pennsylvania German,Central Khmer,Lombard,Romansh,Chechen,pauranik akhyayika,Malay (macrolanguage),Gan Chinese,Mandarin Chinese,pauranikakathasamuhah,Danish,Kölsch,Vlaams,Silesian,Kalmyk; Oirat,Tatar,Lak,Divehi; Dhivehi; Maldivian,Shor,Dzongkha,Ingrian,Aleut,Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic,Unnamed: 168,Cherokee,Russia Buriat,Japanese,Tohono O'odham,khristpurb,Mandinka,Haitian; Haitian Creole,Tai Dam,Sundanese,Lezghian,Romagnol,Mócheno,Khakas,Turkmen,Ainu,Indonesian,Turkish,Fiji Hindi,Borôro,Basque,Sanskrit,Talysh,Coptic,puraniki,Burmese,Gilbertese,Manchu,Central Okinawan,Oriya,Standard Arabic,Khoekhoe,Kalaallisut; Greenlandic,Limburgan; Limburger; Limburgish,Wymysorys,Tigrinya,Western Abnaki,Neapolitan,!Xóõ,Mongolian,Ngarrindjeri,Pacific Gulf Yupik,Lower Sorbian,Abaza,Yakut,Hiligaynon,Persian,Ladino,Innu,Lakota,Dakota,German,Jamaican Creole English,Lao,Min Dong Chinese,Mirandese,Chichewa; Chewa; Nyanja,"Bokmål, Norwegian; Norwegian Bokmål",Hausa,Aguaruna,Ligurian,Irish,Maltese,pauranikakathe,Romanian,Tswana,Kinyarwanda,Mingrelian,Sinhala; Sinhalese,Meru,English,Sassarese Sardinian,Warlpiri,Kashubian,Kazakh,puranik kanyo,Venetian,Javanese,Northern Tiwa,Faroese,Galician,pauranika-kathe,Breton,Icelandic,Lushai,Alabama,Powhatan,Belarusian,Western Mari,pauranika kathe,Crimean Tatar; Crimean Turkish,Corsican,Lingala,Armenian,Evenki,Upper Sorbian,Veps,Guerrero Amuzgo,Dutch,Chuvash,Latin,Asturian; Bable; Leonese; Asturleonese,Seri,Hawaiian,Pangasinan,Polish,Inari Sami,Tetum,Adyghe; Adygei,Zulu,Chinook jargon,Buginese,Italian,Panjabi; Punjabi,Assamese,Pampanga; Kapampangan,Egyptian Arabic,Arpitan,Udmurt,Santali,Kirghiz; Kyrgyz,Kamba,Ukrainian,Slovenian,Kabardian,Kumyk,kristapurva,Nepali,Sindhi,Piemontese,Guadeloupean Creole French,Madurese,Extremaduran,Dungan,Pitjantjatjara,Manipuri,Central Yupik,Yue Chinese,Skolt Sami,Modern Greek (1453-),Avestan,Bambara,Bishnupriya,Friulian,pauraniki,Aromanian; Arumanian; Macedo-Romanian,Samogitian,Portuguese,Tibetan,Afrikaans,Miyako,Xhosa,Vietnamese,Northern Kurdish,Avaric,Sicilian,pouraniko kotha,Occitan (post 1500); Provençal,Tajik,Liv,Ossetian; Ossetic,Rusyn,pauranika,Balinese,Korean,Central Bikol,Samoan,"Norwegian Nynorsk; Nynorsk, Norwegian",Konkani,Saterfriesisch,Logudorese Sardinian,Eastern Mari,Yucateco,Luxembourgish; Letzeburgesch,Spanish; Castilian,Bislama,Karelian,Igbo,Mi'kmaq; Micmac,Southern Altai,Swati,Maori,Hindi,Western Panjabi,Pipil,Campidanese Sardinian,Udi,Yoruba
Lakota,3,0,0,1,4,0,5,0,0,4,1,1,1,1,2,0,0,2,0,1,5,2,3,0,6,3,0,3,0,4,1,0,3,3,0,1,0,7,13,0,0,0,0,4,2,2,2,0,0,0,4,2,1,0,0,0,0,0,6,0,1,2,0,1,4,2,0,0,0,2,0,2,0,1,2,0,0,0,0,3,0,5,3,2,2,0,1,4,8,0,0,0,0,1,1,0,1,1,0,1,1,4,2,0,0,0,0,0,1,0,2,7,3,0,0,0,0,0,2,8,2,0,3,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0,4,2,0,0,0,0,7,0,0,0,3,2,0,2,0,4,0,6,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,2,6,0,0,2,2,0,0,0,1,1,1,0,3,1,3,1,5,0,0,0,5,1,3,0,0,4,0,0,4,1,0,0,24,44,7,0,2,0,0,1,6,2,0,1,7,2,0,4,1,2,1,0,0,8,0,0,5,2,0,4,4,0,4,4,0,5,8,0,0,0,5,0,0,0,0,1,2,0,3,2,0,7,1,8,6,0,2,4,4,1,0,0,3,1,0,5,6,2,1,1,1,0,0,2,0,4,5,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,3,0,0,1,4,0,3,2,8,0,6,0,2,0,6,0,4,0,3,2,2,2,2,0,1,3,1,1,4,3,0,0,3,0,4,6,2,3,1,0,0,1,1,8,0,0,0,2,2
Dakota,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,44,22,1,0,0,0,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,3,0,0,1,1,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,2,0,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,2,0,0,0,1,0
German,593,27,1,1,83,12,5715,0,4,333,20,42,274,200,131,36,0,254,0,297,574,76,233,16,9325,353,36,434,19,504,438,1386,229,1037,2,3,11,285,15174,0,0,176,4,2519,0,546,713,0,7,2,9830,13,30,10,3,136,3,0,2224,129,8,30,2,90,914,52,5,18,59,167,0,392,37,517,21,62,0,1,0,323,1,8774,9,44,78,18,17,812,1158,0,35,68,0,12,359,11,206,203,1,158,105,1638,16,60,0,2,0,0,26,0,4,8322,3,11,34,37,40,3,741,9236,27,1,2461,2,5386,0,41,0,0,0,35,140,0,8849,0,6,0,2,1136,408,28,15,3,7,6423,34,93,213,458,100,0,2813,4,335,0,5844,406,103,29,40,167,21,23,3,0,5,0,81,21,12,37,3196,1,0,0,455,0,109,60,5,11,43,405,1,4049,2955,21,0,4371,201,1,21,0,63,16,8,2,736,450,12,55,346,41,20,3,213,6,588,0,0,293,9,153,68,351,32,2,7,1,6030,38,752,2,51,4,5458,88,0,170,1060,838,0,8331,296,51,9,51,14,18891,13,3,172,681,0,228,187,12,1005,4818,0,744,2205,2,3,0,1432,25,0,171,267,134,787,38,256,47,1,13878,181,2037,2312,3,161,11,9853,16,45,19,157,7,3,12942,862,428,48,32,42,53,3,356,14,2348,7451,17,59,0,404,21,172,9,0,41,4,0,274,3,35,31,2298,1,53,4,415,0,241,168,13761,8,2823,3,156,752,459,51,629,0,1473,321,38,241,64,0,3,718,16,120,2048,692,118,37,594,9,1383,14096,43,21,21,1,40,7,193,725,20,0,47,17,176
Jamaican Creole English,27,14,0,0,24,1,26,0,4,20,2,13,17,16,0,3,0,23,0,19,26,0,17,0,12,26,6,25,4,8,19,6,24,31,0,0,1,21,50,0,0,8,0,5,0,16,16,0,0,0,36,4,15,0,0,13,0,0,21,4,0,6,2,5,17,11,2,11,14,28,0,21,13,8,12,0,0,0,0,23,0,11,0,3,32,2,8,21,30,0,13,22,0,2,7,0,19,6,0,2,26,21,1,18,0,0,0,0,12,0,0,28,1,0,22,11,11,0,18,26,0,2,21,0,24,0,1,0,0,0,1,6,0,18,0,2,0,0,17,30,13,14,2,4,31,11,1,23,43,19,0,25,2,0,0,32,10,15,5,0,26,11,6,1,0,0,0,26,0,0,14,11,0,0,0,23,0,13,13,0,1,14,16,0,40,5,2,0,8,11,0,11,0,14,5,0,0,21,17,0,13,19,1,13,0,29,0,0,0,0,26,11,2,17,1,2,0,0,0,38,14,1,0,1,2,32,40,0,38,13,18,0,40,3,2,3,1,2,55,0,0,5,7,0,33,15,6,32,29,0,32,27,0,2,0,6,11,0,14,31,14,18,14,20,2,0,30,0,35,27,0,19,0,14,0,13,15,17,0,1,36,28,23,17,5,13,14,0,14,0,9,27,13,11,0,25,7,20,0,0,13,0,0,15,0,0,1,33,0,15,0,26,0,26,3,40,0,30,0,17,2,18,13,36,0,34,16,15,15,12,0,0,5,3,11,18,28,17,5,12,0,29,34,22,2,13,0,12,0,25,20,11,0,6,8,12
Lao,21,0,0,0,1,0,73,0,0,38,3,6,28,1,4,4,0,4,0,31,7,3,2,1,264,27,5,5,2,18,36,372,2,57,0,0,1,9,354,0,0,6,1,26,0,17,32,0,0,0,109,2,1,2,0,6,0,0,29,1,4,2,0,1,20,1,0,1,1,8,0,4,2,8,2,9,0,0,0,6,1,648,3,1,3,0,1,41,20,0,1,0,0,3,6,0,9,8,0,7,0,34,4,1,0,0,0,0,2,0,1,33,0,1,0,2,3,3,18,605,3,0,33,0,49,0,2,0,0,0,2,2,0,777,0,0,3,1,15,51,2,0,1,0,49,1,52,1,18,6,0,39,0,54,0,33,5,0,2,1,11,1,5,1,0,1,0,5,6,0,3,43,0,0,0,6,7,2,0,0,1,2,9,2,70,28,1,0,20,36,1,4,0,12,1,1,0,33,11,3,1,7,0,0,0,2,1,13,0,0,13,0,3,3,9,0,0,2,0,752,1,142,3,3,0,33,4,0,2,18,18,0,114,9,3,0,17,1,362,1,0,3,18,0,7,6,2,23,27,0,15,25,0,0,0,31,1,0,5,1,0,24,1,5,1,0,41,4,28,28,1,5,3,341,1,1,0,7,2,0,573,46,41,3,5,0,2,2,17,0,33,159,0,2,0,40,1,1,1,0,0,3,0,15,0,3,2,93,1,2,3,10,0,6,2,477,1,30,2,6,22,6,0,8,0,17,12,5,7,2,0,1,20,1,2,20,36,3,1,7,0,12,715,2,6,1,0,1,0,5,59,1,0,2,1,0
Min Dong Chinese,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mirandese,27,0,1,0,1,0,47,1,0,10,1,1,9,6,11,4,1,17,0,9,50,3,9,1,22,3,1,28,3,20,19,10,16,20,0,0,0,15,79,0,0,1,1,26,0,8,16,0,0,2,87,0,0,0,1,8,0,0,33,9,0,3,1,12,25,0,1,0,4,10,0,12,2,11,0,2,0,0,0,16,0,38,0,1,7,0,0,15,26,0,2,0,0,1,3,2,7,10,0,4,7,30,0,9,0,0,0,0,1,1,0,41,0,4,0,1,7,0,17,38,3,0,25,0,40,0,4,0,0,0,0,12,0,21,0,1,0,0,30,23,3,0,1,0,55,1,3,10,48,4,0,25,0,4,0,42,10,6,4,3,5,1,1,1,0,0,0,8,1,1,4,29,0,0,0,15,0,8,4,1,3,1,9,0,30,25,4,0,35,14,2,4,0,0,0,0,0,14,18,0,0,10,2,1,0,26,1,7,0,0,14,0,10,3,11,10,0,0,0,51,1,3,0,10,1,44,2,0,12,34,32,0,65,6,2,0,3,1,73,3,0,5,17,0,23,13,1,18,75,0,27,30,0,0,0,27,0,0,9,24,4,9,0,9,3,0,47,11,67,81,0,7,0,43,0,6,0,3,0,0,67,12,8,4,1,5,2,1,12,0,29,41,1,1,0,14,2,14,0,0,9,0,0,2,0,0,1,22,0,1,0,31,0,19,12,123,0,30,1,5,15,13,4,51,0,67,10,5,11,8,0,0,11,2,6,28,11,4,6,5,1,22,104,4,3,0,0,0,1,3,21,0,0,12,0,4
Chichewa; Chewa; Nyanja,3,1,0,1,2,0,6,1,0,1,0,2,1,1,1,1,1,4,0,2,5,0,1,0,3,3,0,6,0,1,3,0,5,1,0,1,0,6,7,0,0,3,0,1,0,1,3,0,0,0,5,1,2,0,0,1,0,0,4,0,0,1,0,2,1,1,1,1,1,4,0,2,7,1,1,0,0,0,0,0,0,1,0,1,2,9,2,2,3,0,1,1,0,1,2,0,2,3,0,2,2,3,0,4,0,0,0,0,1,1,1,5,0,0,2,1,1,0,1,4,0,0,2,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1,1,1,1,0,4,1,0,2,3,2,0,2,0,1,0,4,1,1,1,0,2,1,1,0,0,0,0,2,0,1,1,2,0,0,0,2,0,1,1,0,0,1,2,0,2,2,0,0,1,2,2,2,0,1,1,0,0,1,4,0,1,4,0,3,0,6,1,0,0,0,3,1,0,1,0,0,0,1,1,4,2,0,0,1,4,4,2,0,4,3,3,0,4,3,8,0,0,0,5,0,0,5,0,0,4,2,0,4,4,0,1,5,0,1,0,1,1,0,1,5,3,1,1,3,1,0,7,0,8,4,0,2,0,1,0,1,1,4,0,0,4,2,1,1,2,1,1,0,1,0,1,4,1,1,0,1,2,3,0,0,1,0,0,1,0,0,0,3,0,0,0,5,0,3,1,6,0,4,1,6,0,3,1,7,0,4,2,1,1,1,0,0,1,1,1,2,1,2,2,1,0,3,6,2,1,0,0,1,1,5,4,1,0,1,3,2
"Bokmål, Norwegian; Norwegian Bokmål",452,23,1,2,69,16,2716,0,4,232,14,26,182,113,122,31,0,220,0,198,422,66,149,22,2423,213,23,311,19,372,261,443,160,601,1,3,6,233,4023,0,0,106,3,1571,0,308,407,0,6,1,3112,15,27,3,5,129,3,0,1900,117,11,27,1,82,700,36,4,16,48,136,0,249,31,323,18,32,0,1,0,255,0,2699,6,46,65,17,13,470,868,0,29,60,0,10,240,8,127,179,1,136,87,1015,12,54,0,1,0,0,24,0,4,7250,2,5,32,32,34,2,464,2606,23,1,1326,4,2299,0,29,0,0,0,27,119,0,1965,0,6,0,1,871,283,21,12,1,4,2864,22,58,177,342,81,0,1493,3,98,0,8839,187,86,22,41,122,19,16,3,0,5,1,62,16,6,33,1454,0,0,0,345,0,98,55,2,9,35,321,1,2004,1556,15,0,1908,114,1,15,0,41,11,5,1,435,294,8,41,281,29,12,3,162,4,418,0,0,237,5,131,50,191,17,1,6,2,5458,32,33,1,44,4,1276,57,0,132,667,636,0,2896,202,37,7,32,20,5094,6,2,155,505,0,185,166,13,1054,2095,0,617,2388,3,2,0,982,21,0,142,220,111,452,32,201,51,2,4841,169,1073,1276,2,115,9,2890,10,33,20,133,6,3,3385,511,264,36,17,42,47,4,295,18,1515,2600,16,56,0,248,16,131,5,0,36,2,0,169,1,13,20,928,0,39,5,344,0,182,161,3971,4,1692,2,125,437,391,45,492,0,968,266,32,216,58,0,2,391,14,110,4898,408,103,27,424,5,733,3718,34,27,20,1,33,5,173,414,19,0,27,10,136
Hausa,40,57,0,0,72,7,63,0,0,47,4,21,25,20,3,9,0,30,0,36,30,8,34,2,47,56,21,46,8,15,37,16,42,65,1,1,0,26,86,0,0,13,1,31,0,50,60,0,2,2,64,1,23,0,0,40,1,0,51,9,1,12,0,5,25,20,9,21,28,30,0,25,24,12,24,0,0,0,0,16,0,44,3,2,51,9,15,46,41,0,27,33,0,8,20,0,29,4,0,6,44,49,13,27,0,0,0,0,22,0,1,60,3,0,48,29,22,0,33,62,3,2,82,0,57,0,4,0,0,0,1,14,0,64,0,7,0,1,26,51,34,27,7,7,64,21,2,41,66,45,0,90,2,6,0,58,26,21,9,1,65,21,16,0,0,0,1,63,1,0,27,31,0,0,0,31,0,38,27,0,1,29,44,0,125,39,2,0,22,31,0,24,0,24,7,3,1,45,66,4,20,28,2,19,1,49,1,12,0,0,46,20,9,27,16,2,0,2,0,88,40,4,0,2,2,57,144,0,54,25,50,0,66,9,8,3,2,10,107,0,0,12,20,0,42,39,8,52,51,0,24,48,1,3,0,25,20,0,31,41,30,40,27,47,10,0,60,3,55,45,1,27,3,47,2,28,27,39,1,7,80,65,40,28,15,18,29,0,43,2,28,60,27,23,0,45,23,27,2,0,20,0,0,29,0,0,2,61,0,32,1,43,0,33,8,77,1,44,1,35,7,54,29,57,0,52,39,23,31,25,0,1,11,3,22,34,50,22,2,27,1,48,75,23,5,18,0,22,0,36,60,26,0,7,10,41
Aguaruna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ligurian,98,22,0,1,36,3,141,0,9,56,7,17,33,35,31,11,0,83,0,46,118,7,40,2,89,43,7,93,6,52,32,33,63,72,0,1,2,60,291,0,0,21,1,83,0,38,42,0,3,1,266,4,22,0,3,34,0,0,128,25,1,10,1,36,81,16,2,16,34,38,0,49,21,52,17,2,0,0,0,89,0,98,0,6,72,5,11,58,86,0,21,49,0,4,29,4,31,32,0,26,61,101,0,46,0,0,0,0,21,0,1,128,3,2,32,20,21,0,61,130,3,2,110,0,130,0,3,0,0,0,5,37,0,102,0,2,0,1,125,38,22,21,2,5,186,16,6,78,108,36,0,104,2,11,0,129,32,37,21,12,52,17,8,3,0,0,0,43,1,0,28,84,0,0,0,89,0,31,27,0,0,25,60,0,138,81,6,0,103,26,0,14,0,17,7,1,0,47,41,0,17,56,6,17,0,88,2,40,0,0,47,11,29,42,23,8,0,1,1,170,38,2,0,12,4,132,54,0,74,88,115,0,226,19,12,2,1,6,235,2,0,37,64,0,112,56,16,82,249,0,113,98,0,3,0,102,18,0,33,111,37,55,25,47,8,3,166,36,205,169,2,31,3,116,0,30,18,31,0,2,300,56,42,36,7,33,31,0,57,2,125,154,21,22,0,41,11,68,0,0,26,1,0,29,1,1,2,92,1,22,1,127,0,74,34,326,0,115,0,28,38,76,30,207,0,193,59,21,53,26,0,0,41,5,39,87,58,54,15,45,1,97,298,31,3,22,0,23,1,56,58,19,0,15,11,52
Irish,251,14,0,2,42,5,780,0,2,155,12,20,137,37,110,22,0,162,0,125,228,53,65,9,682,139,20,143,7,1126,166,239,110,387,1,3,3,145,1295,0,0,54,2,488,3,192,285,1,4,2,966,6,15,1,5,66,2,0,586,58,6,18,2,56,548,26,1,9,27,51,0,93,19,557,10,11,0,0,0,254,0,772,6,15,36,9,7,296,316,1,20,34,0,5,98,6,75,62,1,131,45,448,10,38,0,2,0,0,14,0,4,740,2,4,12,22,18,1,222,708,29,0,539,0,776,0,23,0,0,0,17,69,0,598,1,3,0,2,393,164,10,5,1,3,841,2,53,133,227,47,0,548,3,37,0,698,78,31,19,30,76,9,12,2,0,3,1,45,9,3,23,566,1,0,0,152,0,46,34,3,0,24,137,1,646,553,13,0,727,70,1,8,0,24,6,5,1,265,155,7,19,147,13,8,4,87,3,238,0,0,132,1,77,27,132,22,1,7,2,1060,13,18,0,34,3,667,25,0,88,156,358,0,923,123,24,7,24,10,1353,3,0,119,236,0,98,100,9,327,732,0,428,529,1,1,0,481,14,0,58,168,104,269,22,120,34,1,1005,121,553,497,6,82,8,825,7,23,7,88,3,2,1047,308,163,19,17,22,31,1,178,7,600,801,7,32,0,157,10,57,4,0,11,2,0,98,1,5,12,349,0,24,4,262,0,166,111,1452,3,521,2,64,252,237,30,255,0,456,182,21,147,32,0,2,239,12,96,404,276,61,28,146,6,280,1077,19,13,9,2,22,7,124,284,12,0,18,7,102
Maltese,287,25,0,0,53,10,712,2,0,174,10,34,113,31,134,39,1,205,0,100,307,50,67,16,521,148,20,179,11,283,133,182,135,369,0,0,5,141,1140,0,0,48,2,489,0,172,247,0,3,2,970,2,12,2,5,78,3,0,623,69,5,8,1,65,377,26,10,11,42,51,0,86,21,206,9,11,0,0,0,229,0,648,1,7,47,9,9,269,344,0,31,38,0,8,98,7,62,68,0,167,51,486,0,35,0,0,0,0,14,1,0,659,0,5,35,33,20,2,257,709,21,1,492,1,695,0,18,0,0,0,24,83,0,564,0,5,0,0,465,127,17,9,2,4,793,10,54,173,237,68,0,480,2,26,0,671,71,32,16,39,92,14,21,1,0,1,1,29,6,6,34,483,0,0,0,204,0,42,44,4,0,32,153,1,608,528,9,0,654,40,3,15,0,32,5,0,0,232,252,1,17,160,6,19,2,99,0,234,0,0,142,7,89,28,102,14,0,2,0,838,18,18,0,32,3,636,50,0,115,358,264,0,876,93,30,8,34,18,995,7,0,145,285,0,119,105,5,300,762,0,355,454,0,2,0,512,20,0,67,220,130,276,28,123,39,0,880,158,553,580,1,61,3,734,5,27,15,98,3,3,1082,289,140,21,25,23,42,0,222,13,635,685,13,41,0,163,18,95,2,0,24,4,0,94,1,6,8,315,0,31,4,303,0,178,157,1444,3,481,4,67,227,267,41,356,0,508,226,26,193,34,0,0,219,11,134,366,267,76,24,129,1,321,1072,13,8,8,1,33,7,150,230,14,0,22,5,114
pauranikakathe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
